hhnum,snapnowhh,inchhavg_r,hhsize,hh_expenses,med_expenses,sum_snap_dist,fah_paid,fafh_paid,totalpaid
115349,0,2046.0,2,150.75,0.0,27.439999999999998,14.1,2.25,16.35
115352,0,4303.2,3,127.54,6.11,17.47,145.13,2.17,147.29
115353,1,2870.0,4,70.12,17.0,4.21,56.05,0.0,56.05
115370,0,3012.338,4,17.5,0.0,2.5300000000000002,19.96,0.6,20.56
115376,0,5348.0,4,66.31,9.81,4.26,13.61,3.16,16.77
115381,1,1135.33,3,82.22,2.78,10.1,33.5,17.56,51.06
115382,0,2128.0,1,825.0,832.0,6.34,72.8,0.0,72.8
115389,0,1600.0,2,146.0,0.0,8.3,18.03,4.5,22.53
115395,0,6005.0,3,128.11,38.89,36.24,56.93,8.17,65.09
115402,0,10321.66,3,278.65,31.67,4.380000000000001,95.16,2.67,97.82
115403,0,3220.0,2,216.25,35.21,6.319999999999999,41.65,6.0,47.65
115413,0,5600.0,1,283.34,200.0,7.99,55.17,27.18,82.35
115419,0,4130.938,5,23.92,1.2,9.879999999999999,5.93,0.0,5.93
115423,1,2548.83131325641,2,175.5,185.0,6.840000000000001,5.76,0.0,5.76
115428,1,6800.0,6,82.0,4.83,34.85,21.41,2.99,24.4
115432,0,5676.42897678594,4,68.44,0.02,27.130000000000003,39.58,2.62,42.2
115435,0,7000.0,2,510.0,70.5,5.6899999999999995,21.84,7.4,29.24
115436,0,2166.67,1,628.0,241.17,6.57,119.03,10.17,129.2
115444,0,1245.0,1,238.33,96.0,9.01,126.28,14.12,140.4
115445,1,1906.4,4,56.94,0.0,3.49,88.28,1.84,90.13
115447,0,4200.0,1,996.67,40.0,3.77,63.37,0.0,63.37
115448,0,1820.0,1,550.0,0.0,10.820000000000002,74.67,0.0,74.67
115449,1,1600.0,5,25.24,0.0,6.680000000000001,41.83,0.0,41.83
115452,1,789.187249512709,1,603.0,0.0,7.220000000000001,64.17,0.0,64.17
115458,0,7720.0,3,225.33,15.67,61.67,73.34,2.82,76.16
115459,1,1080.0,1,879.74,25.0,82.19,5.98,9.5,15.48
115469,1,3180.0,7,13.47,0.82,48.769999999999996,10.9,4.41,15.31
115474,0,1543.04888346412,2,91.64,23.75,72.19999999999999,31.86,1.25,33.11
115475,0,8996.83,4,21.37,19.06,10.75,36.56,1.43,37.98
115481,0,1936.38968850613,3,81.67,0.0,16.200000000000003,18.38,0.0,18.38
115496,1,536.0,2,68.5,0.0,11.879999999999999,21.12,8.09,29.2
115497,1,1700.0,5,33.88,6.0,18.39,17.45,0.0,17.45
115498,1,2125.0,3,38.44,0.0,10.19,25.33,0.6,25.93
115508,1,128.829265753795,1,610.0,50.0,36.88,69.85,6.85,76.7
115514,0,6500.0,2,739.5,394.67,16.93,62.21,12.72,74.93
115523,0,9346.668,7,39.18,0.0,7.81,20.84,1.55,22.39
115524,0,3400.0,2,336.25,20.0,19.61,73.3,2.74,76.04
115531,0,3236.13614060004,5,60.52,0.0,42.24999999999999,1.73,0.0,1.73
115533,0,1950.0,4,62.5,16.88,6.97,28.2,0.7,28.9
115534,0,7500.0,2,512.17,207.5,19.58,108.0,0.0,108.0
115550,0,1700.0,4,49.19,58.6,9.56,13.36,0.0,13.36
115569,0,2400.0,5,28.76,7.2,15.129999999999999,2.25,0.0,2.25
115575,1,2615.5,3,87.56,8.89,11.11,104.64,9.18,113.82
115579,0,3983.33,4,86.25,12.24,7.38,25.01,17.23,42.24
115584,0,1516.67,1,703.0,220.0,6.91,62.99,3.38,66.37
115587,0,3024.67,2,93.79,0.0,41.12,2.29,0.75,3.04
115591,0,6255.0,2,81.88,201.96,42.65,121.92,1.51,123.43
115592,0,2744.0,2,876.5,26.75,7.39,11.42,3.87,15.29
115604,0,6788.0,2,237.5,113.5,11.31,106.82,3.5,110.32
115647,0,1560.0,1,456.0,70.0,20.419999999999998,28.13,12.0,40.13
115654,1,516.0,4,18.23,0.62,3.3,51.19,5.74,56.93
115656,0,4000.0,1,826.67,1000.0,3.97,73.46,0.0,73.46
115663,1,2010.93857054795,5,33.56,1.2,3.3499999999999996,32.12,10.3,42.42
115664,0,10018.67,4,109.24,4.61,7.32,3.03,4.0,7.03
115667,0,9590.67,3,110.04,135.28,34.86,22.38,8.89,31.27
115676,1,1760.0,2,127.0,0.0,6.0,54.24,0.0,54.24
115679,1,318.0,2,140.75,0.0,2.84,90.33,4.2,94.52
115683,0,3500.0,3,147.36,5.89,4.37,23.96,0.75,24.71
115684,0,700.0,4,28.7,34.38,3.87,34.48,10.67,45.15
115695,0,6580.0,1,1505.0,350.0,14.78,250.04,18.68,268.72
115698,0,2200.0,2,183.75,132.5,62.36,49.84,7.0,56.84
115707,0,700.0,1,665.0,37.0,5.88,162.37,10.05,172.42
115710,1,800.0,2,172.0,0.0,6.83,34.54,7.22,41.76
115711,1,1300.0,4,46.88,0.0,6.7,24.51,5.7,30.2
115718,0,1949.992,4,58.44,2.5,36.230000000000004,37.67,1.31,38.98
115721,0,1016.0,2,200.0,138.0,38.98,39.69,0.0,39.69
115722,0,4796.28,4,105.92,27.5,13.989999999999998,6.85,2.65,9.5
115726,0,7840.0,2,241.25,112.5,7.760000000000001,14.84,4.81,19.64
115730,0,1079.0,1,531.25,261.0,45.34,31.51,22.13,53.64
115735,0,3180.67,3,110.19,3.89,38.71,2.0,5.33,7.33
115738,0,2484.2,1,672.5,0.0,95.87,222.07,43.05,265.12
115751,1,2870.0,5,96.43,6.0,6.66,16.06,16.08,32.14
115752,0,13528.2,4,165.75,41.1,6.1899999999999995,31.49,20.25,51.74
115753,0,7000.0,1,1380.0,30.0,33.72,108.34,35.54,143.88
115761,0,4703.338,2,191.25,0.0,10.83,6.5,7.92,14.42
115764,0,2275.7833667368,1,235.0,183.33,6.909999999999999,50.98,10.31,61.29
115765,0,8358.99999999999,5,81.0,0.0,21.13,69.94,20.74,90.68
115766,0,2181.6077232809,2,201.5,0.0,3.84,1.62,18.82,20.44
115775,0,4798.45340422692,5,29.4,2.8,9.54,24.05,2.45,26.5
115785,0,4792.0,1,1007.0,187.0,8.78,61.76,62.56,124.32
115786,0,854.0,2,51.65,0.75,1.72,37.09,48.14,85.22
115797,1,800.0,4,36.25,17.84,10.5,7.0,6.16,13.16
115803,0,2600.0,3,64.18,20.83,10.120000000000001,54.65,18.33,72.98
115808,1,3600.0,6,23.28,0.0,4.5,4.36,9.33,13.69
115816,0,3425.662,4,9.62,3.75,4.94,10.98,24.0,34.98
115827,0,8911.67,4,75.38,22.88,12.5,68.94,14.46,83.4
115829,0,7460.0,6,47.36,1.39,3.8999999999999995,34.74,26.67,61.41
115832,0,1050.0,4,94.69,0.0,3.54,15.75,13.28,29.04
115846,0,6456.66999999999,5,48.0,0.32,10.02,55.07,7.76,62.84
115848,1,2663.39129643673,5,23.64,1.6,7.210000000000001,0.2,0.2,0.4
115855,0,17080.0,5,169.73,27.33,24.24,63.64,13.94,77.59
115857,0,2484.338,2,167.33,30.0,9.2,90.02,163.62,253.63
115859,1,1372.0,2,116.9,0.0,39.9,43.08,6.18,49.25
115871,0,4588.0,2,422.5,149.75,26.33,57.3,38.14,95.44
115872,1,1880.662,3,62.11,0.0,2.71,87.46,42.06,129.51
115875,1,1401.1492955182,1,715.04,0.0,7.87,30.49,190.21,220.7
115877,1,577.0,2,90.21,72.75,23.430000000000003,68.5,13.54,82.04
115880,1,1498.0,3,70.0,0.0,8.45,10.08,0.0,10.08
115885,0,16848.0,4,94.69,40.94,39.599999999999994,28.66,6.02,34.67
115891,1,4620.0,4,43.06,3.75,44.660000000000004,63.84,23.67,87.5
115898,0,2300.0,3,64.78,20.83,10.11,21.84,14.48,36.32
115901,0,2500.0,3,97.78,15.89,44.339999999999996,84.01,10.33,94.34
115905,0,11200.0,2,318.75,0.0,7.23,39.21,16.63,55.84
115908,0,1440.0,1,368.0,350.0,6.869999999999999,51.19,26.82,78.01
115929,0,10889.8956337,1,1330.0,117.0,74.52,5.39,59.8,65.19
115937,1,3706.67,6,38.11,1.11,4.79,12.55,27.43,39.98
115945,0,4135.0,5,37.85,44.8,11.850000000000001,17.35,17.55,34.89
115966,1,1156.18618000731,3,29.67,69.11,6.13,35.31,64.25,99.55
115978,0,2100.0,1,616.0,6.5,35.010000000000005,158.74,15.55,174.29
115981,0,4620.0,5,64.0,0.0,7.34,39.26,27.43,66.69
115987,1,245.572728818952,1,702.0,25.7,51.0,31.83,17.57,49.4
115988,0,13200.0,5,152.77,12.8,13.51,91.36,11.72,103.08
115999,0,3080.0,3,80.78,47.32,9.59,32.52,20.27,52.79
116009,0,5100.0,4,74.88,12.5,62.510000000000005,9.28,2.82,12.1
116015,0,2500.0,3,138.44,0.0,5.8999999999999995,24.34,3.35,27.69
116017,1,971.0,1,291.0,90.0,24.75,53.28,69.71,122.99
116021,0,1625.0,1,928.75,177.75,12.35,13.75,11.2,24.95
116038,0,5334.33,3,97.7,31.56,9.36,42.12,4.52,46.64
116048,1,3500.0,8,8.59,0.78,94.27000000000001,37.49,3.7,41.18
116053,1,600.0,4,41.93,0.0,5.88,14.13,4.92,19.05
116058,1,990.0,4,31.0,1.25,7.31,33.67,19.34,53.02
116069,1,3360.0,5,8.0,0.0,17.85,23.25,9.92,33.17
116072,1,2440.0,4,38.38,0.0,6.140000000000001,8.17,9.9,18.06
116075,1,5582.0,4,70.62,34.69,5.33,19.44,4.64,24.08
116076,1,796.0,1,317.0,33.0,6.37,14.33,52.26,66.59
116079,1,5963.2855067,4,87.5,0.0,5.65,36.17,16.25,52.42
116080,1,2429.23907030717,2,165.0,35.0,26.37,95.48,16.27,111.76
116084,1,795.0,4,29.19,0.0,21.31,138.51,48.76,187.28
116094,1,4701.676,4,40.12,8.46,27.589999999999996,36.08,0.0,36.08
116100,0,2100.0,2,100.5,0.0,19.18,12.69,0.32,13.01
116102,0,2500.0,1,1060.67,140.0,5.369999999999999,78.48,128.6,207.08
116104,0,6100.0,3,41.44,63.44,15.53,85.9,2.33,88.23
116107,0,14560.0,4,120.31,11.88,12.09,14.52,0.0,14.52
116108,1,749.0,2,131.25,0.0,7.91,36.1,2.5,38.6
116118,0,3250.0,2,325.0,0.0,6.84,68.24,2.88,71.11
116125,0,980.0,1,478.33,0.0,10.23,8.98,0.0,8.98
116127,1,1001.0,2,39.3,26.5,48.01,13.6,0.0,13.6
116128,0,1800.0,1,634.33,69.0,6.57,47.86,0.0,47.86
116130,0,9200.0,5,67.42,11.0,40.739999999999995,26.02,0.6,26.62
116138,1,718.0,1,227.5,10.0,4.9399999999999995,6.38,6.0,12.38
116142,0,4283.33,2,340.75,186.25,10.73,85.13,5.48,90.6
116148,0,11060.0,3,335.19,5.56,22.75,82.53,3.13,85.67
116153,0,3512.5225447282,1,645.84,407.0,7.5600000000000005,42.49,4.5,46.99
116154,0,1720.0,3,66.33,0.0,3.1,21.52,3.05,24.57
116162,0,2761.0,1,902.58,251.0,19.310000000000002,33.92,0.0,33.92
116165,1,3616.0,3,16.67,1.44,33.45,35.35,0.0,35.35
116167,0,3060.0,3,57.0,11.11,5.279999999999999,10.95,0.0,10.95
116168,0,1206.50249361606,2,146.25,5.0,11.92,26.64,0.0,26.64
116171,0,15830.0,3,322.11,0.0,7.62,44.8,0.0,44.8
116176,0,10833.33,4,88.26,22.44,45.12,17.04,0.0,17.04
116184,1,5340.0,3,40.18,23.33,8.629999999999999,9.52,4.33,13.86
116185,1,1201.2,3,54.22,0.0,6.66,20.39,1.0,21.39
116188,0,4333.33,4,83.75,5.94,5.4399999999999995,94.06,4.12,98.18
116201,1,1935.626869434,2,213.5,4.0,11.28,14.8,22.25,37.05
116202,0,6070.0,4,75.88,0.25,27.349999999999998,141.2,0.62,141.82
116203,0,651.716022291312,5,13.92,0.0,12.900000000000002,2.24,0.0,2.24
116204,0,6020.0,7,29.02,1.33,60.2,40.05,0.0,40.05
116205,0,2847.68281463827,4,49.88,7.5,2.33,9.22,1.88,11.1
116207,1,2698.0,4,14.69,0.0,16.009999999999998,12.84,0.5,13.34
116208,1,1092.0,3,221.11,3.22,12.05,70.25,20.67,90.91
116211,0,4840.0,5,45.4,25.92,5.22,50.36,3.1,53.46
116215,0,2328.662,2,173.75,0.0,1.56,43.76,12.5,56.26
116216,0,6401.938,8,23.7,0.0,41.760000000000005,41.95,0.0,41.95
116222,0,673.391429768769,2,96.25,2.5,16.29,111.03,0.0,111.03
116231,0,3200.0,3,111.33,0.0,7.1499999999999995,22.59,4.75,27.34
116236,0,22000.0,3,474.59,13.89,21.02,60.07,0.5,60.57
116242,0,4760.0,3,202.78,5.56,3.3,59.6,26.15,85.75
116243,1,320.855585506598,2,213.75,175.0,32.760000000000005,20.31,0.0,20.31
116260,0,776.0,1,119.5,3.0,64.36,25.28,0.0,25.28
116263,1,1089.41281295195,5,28.4,0.0,3.0300000000000002,37.39,0.0,37.39
116270,0,1733.33,4,105.56,0.56,7.280000000000001,40.11,0.98,41.09
116274,1,1284.0,1,463.67,117.96,6.72,5.0,0.0,5.0
116275,1,1960.0,2,125.0,0.0,20.63,24.9,0.5,25.4
116278,1,947.0,1,188.67,65.0,22.86,84.59,16.0,100.59
116281,1,4750.332,6,21.36,2.08,12.290000000000001,18.09,9.52,27.61
116293,0,5020.17,3,90.0,55.0,6.59,53.41,40.55,93.96
116295,1,761.0,1,259.15,2.64,140.74,13.96,70.51,84.47
116299,0,6283.7983971,5,99.16,6.0,3.8,17.0,0.34,17.34
116300,1,1246.0,3,70.0,6.11,6.58,34.91,16.31,51.22
116305,1,2312.218875034,2,155.75,0.0,2.73,25.38,4.03,29.4
116309,0,6382.138,3,148.84,118.85,6.55,15.52,13.48,29.0
116314,0,2700.0,1,740.34,377.0,8.55,15.76,33.0,48.76
116316,1,1167.97598783055,3,74.56,0.0,6.130000000000001,34.13,15.91,50.04
116318,0,5368.86219883143,2,562.5,50.0,8.2,61.9,3.47,65.38
116326,0,3544.0,2,170.25,0.0,8.2,81.48,12.45,93.94
116329,0,2470.3335435809,3,73.89,0.0,10.01,8.82,21.44,30.26
116333,0,3440.33,3,166.19,41.63,14.77,27.8,15.86,43.65
116343,1,1396.0,2,201.75,0.0,5.569999999999999,51.38,10.0,61.38
116347,0,18200.0,5,125.29,21.32,11.53,132.04,13.49,145.53
116352,1,0.0,4,32.94,1.88,9.709999999999999,34.12,19.14,53.27
116358,1,1435.0,3,55.67,12.31,9.280000000000001,64.99,10.64,75.63
116360,0,0.0,3,159.33,0.0,3.84,22.42,37.91,60.32
116361,1,942.53,2,192.5,0.0,1.63,73.17,60.76,133.93
116366,0,13600.0,4,154.69,81.25,31.439999999999998,76.86,7.2,84.06
116369,1,280.0,1,206.0,0.0,10.040000000000001,130.48,48.93,179.41
116381,0,3200.0,4,79.38,0.0,3.76,15.26,8.55,23.81
116384,1,698.0,1,256.0,28.0,9.58,16.7,49.76,66.46
116394,0,2400.0,2,74.58,18.75,77.31,33.13,8.66,41.79
116395,0,1950.0,1,273.33,150.0,43.86,65.6,20.72,86.32
116398,0,11945.49235472,3,178.89,0.0,6.52,42.18,8.55,50.72
116400,0,13300.0,3,186.7,39.44,33.61,6.24,3.44,9.68
116407,1,2114.0,3,61.78,22.22,32.94,6.66,2.46,9.12
116412,0,1932.0,2,135.75,0.0,9.739999999999998,16.98,20.59,37.56
116416,0,2800.0,1,650.0,20.0,5.09,5.79,13.85,19.64
116417,1,2362.94417159568,7,20.41,0.0,27.26,7.55,2.55,10.1
116427,1,1820.0,5,33.87,0.0,5.8,43.82,3.68,47.5
116430,1,288.0,2,153.0,0.0,27.299999999999997,34.09,5.45,39.54
116431,0,6716.67,2,110.84,71.25,39.480000000000004,54.86,2.28,57.14
116434,1,860.0,4,45.62,1.12,32.959999999999994,5.19,3.38,8.56
116438,0,4480.0,3,173.89,1.2,8.41,26.8,15.44,42.24
116443,0,1960.0,5,42.76,0.0,2.77,16.1,6.35,22.44
116454,1,1733.6,5,32.76,0.0,4.98,47.62,8.24,55.87
116455,1,141.967928872115,1,567.08,80.0,22.99,11.72,28.9,40.62
116459,0,3700.0,2,61.66,40.62,37.77,60.03,8.52,68.55
116461,0,6320.0,4,52.31,11.0,14.35,12.77,6.33,19.1
116465,0,2708.0,2,328.58,17.5,3.2,52.84,22.01,74.86
116475,0,1573.0,2,107.92,334.25,37.17,54.94,9.3,64.24
116483,0,2986.67,2,149.75,95.0,40.73,62.96,23.49,86.45
116484,0,7728.49999999999,2,286.75,41.25,9.16,82.68,5.86,88.54
116486,1,3033.33,6,27.64,0.0,12.16,72.52,6.23,78.75
116488,1,1264.0,7,10.18,0.0,18.0,38.09,5.76,43.86
116489,1,3450.0,5,16.23,5.6,8.43,11.26,5.43,16.69
116498,1,1815.0,4,9.69,0.0,6.709999999999999,12.03,7.57,19.6
116501,0,1146.96380693667,2,89.54,71.5,12.639999999999999,19.38,12.3,31.68
116506,0,6510.0,4,75.16,13.0,7.6899999999999995,26.01,13.77,39.78
116508,0,0.0,2,138.5,0.0,27.539999999999996,0.0,4.4,4.4
116509,0,5294.0,2,351.0,26.5,13.830000000000002,29.16,3.62,32.78
116510,0,4853.338,2,125.0,33.33,10.09,35.59,5.56,41.16
116511,1,2530.67,2,178.02,23.75,9.5,21.26,8.93,30.19
116514,1,5761.28523471038,6,23.47,3.72,3.6899999999999995,4.67,1.07,5.74
116517,0,4496.07781666035,2,372.92,0.0,6.26,6.0,2.1,8.1
116532,0,1920.0,1,317.83,154.0,7.99,59.0,47.96,106.96
116533,1,680.0,3,77.22,0.0,8.200000000000001,78.7,4.84,83.54
116535,0,2100.0,4,36.88,8.07,10.120000000000001,19.44,12.06,31.5
116536,1,4200.0,7,20.22,1.96,3.88,9.59,9.83,19.43
116537,0,9533.33,4,213.53,65.62,6.549999999999999,46.33,10.45,56.78
116550,0,5373.56110250641,5,31.2,0.0,27.12,1.6,1.69,3.29
116554,0,3866.8,1,841.0,65.0,6.52,100.23,12.82,113.05
116558,1,981.33,5,34.44,12.36,8.22,12.15,9.81,21.97
116566,0,5334.12137097811,6,33.33,0.0,5.640000000000001,23.37,2.64,26.01
116577,0,4747.4,5,51.25,1.8,7.91,34.55,2.92,37.46
116593,1,2166.66,3,68.89,0.0,5.24,52.57,1.8,54.37
116595,1,718.0,2,143.75,0.0,34.83,14.15,12.36,26.51
116599,0,4916.16,1,1046.0,846.0,25.8,19.33,16.11,35.44
116602,0,1000.0,3,56.7,29.63,10.09,6.46,6.62,13.09
116606,1,4390.0,6,53.61,0.0,6.610000000000001,87.79,7.03,94.82
116607,0,12100.0,2,437.08,65.75,9.43,39.67,13.16,52.84
116610,1,3500.0,1,1270.0,0.0,5.92,24.39,17.77,42.16
116611,0,5200.0,4,135.88,45.0,45.989999999999995,105.28,2.8,108.08
116621,0,2321.0,1,368.55,472.2,9.639999999999999,48.93,14.72,63.65
116625,0,3575.01,4,70.81,20.58,9.16,13.7,4.08,17.78
116632,1,1447.56373380998,1,390.08,24.0,60.57000000000001,36.55,52.09,88.64
116635,0,2361.79074072058,4,218.81,18.12,8.32,31.22,5.08,36.3
116636,0,3774.338,4,80.25,0.62,5.67,49.52,10.77,60.29
116639,1,1209.6,2,109.5,0.0,9.96,5.3,0.97,6.27
116652,0,2200.0,2,385.0,2.5,12.18,25.07,8.33,33.4
116667,0,1880.0,1,503.0,0.0,8.770000000000001,5.8,5.4,11.2
116668,0,1500.0,1,1288.0,86.0,4.6,177.36,88.18,265.54
116674,0,1920.0,2,174.62,68.0,9.74,16.93,8.8,25.73
116677,0,1820.0,3,101.11,0.0,30.709999999999997,32.32,11.35,43.67
116688,1,1400.0,4,46.88,6.25,3.869999999999999,53.08,4.16,57.24
116699,1,580.0,5,7.74,0.0,7.640000000000001,9.62,0.76,10.38
116710,0,10920.0,2,407.19,31.25,12.67,63.55,8.7,72.25
116712,0,4830.0,3,95.56,17.89,10.0,24.85,3.35,28.2
116715,1,2200.0,4,77.06,0.0,32.75,10.21,4.8,15.0
116730,1,1466.58512530736,6,31.83,0.0,5.58,9.76,3.2,12.96
116753,0,3780.0,2,342.25,0.0,7.539999999999999,20.5,2.67,23.17
116755,0,700.0,1,210.0,62.5,10.09,63.99,5.99,69.98
116763,0,5400.0,4,96.19,0.0,27.430000000000003,23.62,4.7,28.32
116772,0,4124.28144948156,1,915.0,20.0,7.81,52.84,6.74,59.58
116779,0,3300.0,2,108.34,65.0,8.25,20.28,25.46,45.74
116786,0,8788.0,3,172.31,26.11,12.959999999999999,63.45,19.42,82.87
116788,1,1580.10537667383,2,108.33,8.5,41.870000000000005,65.6,10.58,76.18
116789,0,12000.0,2,167.38,57.5,8.86,260.83,18.28,279.1
116792,1,1746.0,4,42.19,1.25,31.630000000000003,1.63,0.32,1.95
116811,0,4408.0,3,170.0,0.0,19.65,25.84,10.72,36.56
116817,0,1100.0,1,645.0,0.0,3.66,92.39,7.16,99.55
116820,0,4197.33,2,160.75,220.5,31.860000000000003,3.74,4.22,7.96
116821,0,9099.99999999999,2,285.0,42.5,4.1899999999999995,79.03,6.26,85.29
116828,1,619.0,1,204.0,2.2,7.2,92.67,12.47,105.14
116831,0,3501.1330728164,2,149.0,46.88,7.41,47.46,28.88,76.34
116837,0,1400.0,1,351.23,134.0,18.83,37.8,31.27,69.07
116839,0,4861.67,5,42.92,15.87,5.800000000000001,18.07,0.43,18.51
116841,0,4859.0,2,256.0,9.12,10.940000000000001,22.5,3.57,26.07
116845,0,6237.0,2,93.58,130.0,10.830000000000002,40.19,20.05,60.24
116855,0,9450.00000000001,6,46.42,23.36,15.38,36.98,15.84,52.83
116861,0,3527.0,2,232.25,70.54,26.17,94.78,34.86,129.64
116865,1,406.271046725801,4,11.69,0.0,27.39,2.73,0.6,3.33
116869,0,25650.0,1,680.0,40.0,9.9,155.42,94.09,249.51
116880,0,3918.86768727197,2,215.21,91.5,8.69,6.34,5.74,12.08
116887,1,2861.0,6,48.89,0.0,1.62,6.74,2.48,9.22
116888,1,2109.0,3,84.44,4.44,10.100000000000001,1.74,5.18,6.92
116892,1,840.0,1,715.0,808.0,12.590000000000002,128.58,81.41,209.99
116896,0,7738.0,8,18.47,10.47,6.16,18.08,14.45,32.53
116904,0,21840.0,2,657.92,0.0,9.61,70.98,31.8,102.79
116912,0,2927.98708953108,5,60.2,0.0,10.950000000000001,3.67,0.0,3.67
116920,0,6713.54886744,1,729.42,0.0,6.91,1.96,15.14,17.1
116937,0,3215.338,4,53.12,0.0,36.410000000000004,11.42,13.45,24.88
116952,0,2800.0,1,1336.0,0.0,5.92,35.37,0.0,35.37
116954,0,25650.0,2,480.0,0.0,9.39,17.86,3.25,21.11
116959,1,4340.0,3,77.78,4.44,4.46,61.05,19.49,80.54
116966,0,1190.0,1,100.0,0.0,13.73,11.24,9.55,20.79
116971,0,7699.99999999999,1,183.24,343.5,9.680000000000001,175.31,10.5,185.81
116976,0,16046.611744986,3,268.15,53.67,4.41,35.14,2.17,37.31
116977,0,698.0,1,197.66,0.0,44.21,85.12,9.0,94.12
116984,1,2945.289301558,2,223.25,7.5,2.2600000000000002,39.79,3.54,43.34
116987,0,4830.0,3,36.33,142.56,10.799999999999999,45.95,6.83,52.79
116989,0,2411.5,2,149.75,31.25,10.09,0.62,5.6,6.22
116992,0,7000.0,3,143.33,0.0,18.02,117.07,31.35,148.42
117000,0,9733.33,2,318.75,108.33,8.96,36.15,13.5,49.65
117020,0,11394.0,2,672.92,102.5,27.11,0.75,0.76,1.51
117022,1,3979.97772723844,3,66.67,0.0,2.8899999999999997,129.36,23.01,152.37
117029,0,13950.0,2,530.25,201.75,16.34,73.47,7.56,81.04
117035,0,4600.0,3,82.22,105.56,11.66,19.83,2.71,22.53
117036,0,6020.0,4,66.31,0.0,4.89,15.71,2.5,18.21
117037,0,546.824545737587,1,74.0,14.0,1.72,4.3,6.6,10.9
117041,1,1041.0,1,241.0,0.0,17.34,96.52,50.66,147.18
117048,0,6253.338,3,255.33,69.52,21.89,46.22,8.33,54.55
117052,0,79.7862545162088,4,81.46,1.3,2.81,25.7,20.22,45.93
117059,0,3780.0,4,145.85,37.5,8.190000000000001,155.34,4.17,159.51
117061,0,11677.6589421795,3,152.22,28.89,6.949999999999999,7.7,2.96,10.66
117067,0,2848.0,2,222.12,44.5,4.54,73.72,19.3,93.02
117070,1,2414.0,4,64.06,33.44,17.48,21.58,4.42,25.99
117072,0,329.0,5,64.8,1.28,6.449999999999999,11.62,5.73,17.34
117074,0,3239.0,4,67.69,1.88,66.8,23.01,22.54,45.54
117076,0,1600.0,1,648.0,86.0,20.57,115.28,7.38,122.66
117082,0,4314.63793777673,8,10.21,15.62,36.059999999999995,53.8,9.27,63.08
117086,1,3839.5943731948,4,51.88,10.94,27.6,22.76,11.68,34.44
117089,0,6634.81624243462,3,207.23,0.0,50.25000000000001,46.37,7.82,54.18
117090,0,1573.0,1,457.08,156.0,81.74000000000001,76.08,0.0,76.08
117092,1,300.0,2,53.25,206.25,9.15,59.68,6.78,66.46
117095,0,1733.33,3,70.0,4.22,8.299999999999999,61.63,17.93,79.56
117108,0,2340.0,2,229.0,39.25,14.249999999999998,68.22,0.0,68.22
117109,0,4631.43995987503,1,2457.5,130.0,5.529999999999999,109.81,136.19,246.0
117110,0,4511.0,5,78.27,0.0,6.039999999999999,18.47,69.11,87.59
117113,1,6960.0,4,94.69,0.0,4.37,108.3,4.25,112.55
117120,0,1607.0,1,279.59,345.29,4.58,82.96,28.99,111.95
117121,1,3133.33,2,326.58,0.0,12.59,24.9,4.18,29.08
117130,1,3056.45431981199,4,43.12,10.94,20.08,35.0,14.41,49.41
117131,0,3520.0,3,122.22,35.19,7.3100000000000005,22.71,2.0,24.71
117137,0,1400.0,1,286.33,81.25,10.09,32.81,45.22,78.03
117139,1,4477.9123830281,4,47.62,69.94,5.16,106.4,14.28,120.68
117140,0,758.0,1,453.67,34.0,4.06,82.04,21.51,103.55
117141,0,1945.33,4,38.75,0.0,13.61,15.76,4.5,20.26
117142,0,1965.8289145469,2,154.82,95.0,3.0400000000000005,8.0,14.12,22.12
117145,0,2100.0,2,261.17,64.75,13.879999999999999,102.21,19.19,121.4
117152,1,2043.0,4,15.72,1.88,6.709999999999999,13.84,7.75,21.59
117160,1,1026.65600213,3,18.52,0.0,30.569999999999997,110.42,6.75,117.17
117162,0,4506.90710138,3,144.0,0.0,8.969999999999999,6.68,11.87,18.55
117168,0,5647.4,2,57.75,270.0,21.35,17.81,16.04,33.84
117173,0,2300.0,2,182.0,201.25,7.8999999999999995,12.66,7.76,20.42
117174,0,6699.34,2,132.5,168.75,7.91,80.26,10.07,90.34
117178,1,1960.0,4,56.92,0.0,35.48,12.85,12.58,25.43
117181,1,3579.5384988597,5,57.6,0.6,24.21,45.69,12.58,58.27
117184,0,4336.0,4,43.19,12.5,29.99,19.18,14.58,33.75
117188,0,1800.0,2,151.25,55.0,6.99,36.33,36.48,72.81
117189,1,655.0,1,450.0,114.2,8.23,112.83,49.34,162.17
117194,0,2800.0,3,194.44,16.67,4.54,19.33,8.0,27.32
117201,0,4830.0,3,89.0,14.33,9.75,13.91,9.46,23.38
117205,1,800.0,1,995.0,25.0,2.69,8.34,0.0,8.34
117206,0,4534.0,7,26.1,6.08,50.04,17.88,18.1,35.98
117214,0,8016.66,2,335.0,6.25,8.96,19.0,5.72,24.72
117241,0,2892.93,2,120.0,78.12,24.210000000000004,66.96,40.9,107.86
117246,0,5876.0,2,388.5,48.75,12.03,117.49,27.16,144.64
117249,0,5600.0,4,81.25,10.62,39.09,37.18,11.18,48.35
117255,0,2677.0,2,152.75,130.75,10.66,50.12,0.0,50.12
117257,0,4454.46474948685,2,941.67,65.75,11.779999999999998,83.46,4.11,87.57
117261,1,3447.0,4,52.75,3.0,7.29,15.67,5.7,21.37
